Name in AI	4-letter-code	race	type	buy type	built in/by, needed1	needed2	needed3	add for counting 1	add for counting 2	attack group	available time (in seconds)	restock time (in seconds)	gold_price (items only)	wood_price (items only)	bonus hero strength	air strength	casters strength	towers strength	piercing strength	normal strength	siege strength	magic strength	unarmored strength	lightarmor strength	mediumarmor strength	heavyarmor strength
UPG_NECROS	Rune	UNDEAD	upgrade	ML_UPGRADE	DAMNED_TEMPLE	NECROPOLIS_3	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_BANSHEE	Ruba	UNDEAD	upgrade	ML_UPGRADE	DAMNED_TEMPLE	NECROPOLIS_3	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_STR_MOON	Resm	ELF	upgrade	ML_UPGRADE	HUNTERS_HALL	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_STR_WILD	Resw	ELF	upgrade	ML_UPGRADE	HUNTERS_HALL	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_MOON_ARMOR	Rema	ELF	upgrade	ML_UPGRADE	HUNTERS_HALL	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_HIDES	Rerh	ELF	upgrade	ML_UPGRADE	HUNTERS_HALL	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_DRUID_TALON	Redt	ELF	upgrade	ML_UPGRADE	ANCIENT_WIND	TREE_ETERNITY	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_DRUID_CLAW	Redc	ELF	upgrade	ML_UPGRADE	ANCIENT_LORE	TREE_ETERNITY	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEALING_POTION	phea	item		MERCHANT_ITEM	0	0	0	0	0	false	0	120	150	0	0	0	0	0	0	0	0	0	0	0	0	0
MANA_POTION	pman	item		MERCHANT_ITEM	0	0	0	0	0	false	0	120	200	0	0	0	0	0	0	0	0	0	0	0	0	0
CIRCLET_OF_NOBILITY	cnob	item		MERCHANT_ITEM	0	0	0	0	0	false	0	90	175	0	0	0	0	0	0	0	0	0	0	0	0	0
PERIAPT_OF_VITALITY	prvt	item		MERCHANT_ITEM	0	0	0	0	0	false	0	120	350	0	0	0	0	0	0	0	0	0	0	0	0	0
BOOTS_OF_SPEED	bspd	item		MERCHANT_ITEM	0	0	0	0	0	false	0	60	150	0	0	0	0	0	0	0	0	0	0	0	0	0
M_SCROLL_OF_HEALING	shea	item		MERCHANT_ITEM	0	0	0	0	0	false	440	120	250	0	0	0	0	0	0	0	0	0	0	0	0	0
SCROLL_OF_PROTECTION	spro	item		MERCHANT_ITEM	0	0	0	0	0	false	440	120	150	0	0	0	0	0	0	0	0	0	0	0	0	0
TOWN_PORTAL	stwp	item	tp	MERCHANT_ITEM	0	0	0	0	0	false	440	120	250	0	0	0	0	0	0	0	0	0	0	0	0	0
POTION_OF_INVISIBILITY	pinv	item		MERCHANT_ITEM	0	0	0	0	0	false	440	120	100	0	0	0	0	0	0	0	0	0	0	0	0	0
POTION_OF_LESSER_INVULNERBILITY	pnvl	item		MERCHANT_ITEM	0	0	0	0	0	false	440	120	150	0	0	0	0	0	0	0	0	0	0	0	0	0
SATYR_SHADOWDANCER	nsts	NEUTRAL	merc	MERC	0	0	0	0	0	false	330	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FURBOLG_SHAMAN	nfrs	NEUTRAL	merc	MERC	0	0	0	0	0	false	360	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THUNDER_LIZARD	nthl	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENTAUR_OUTRUNNER	ncen	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HARPY_ROGUE	nhrr	NEUTRAL	merc	MERC	0	0	0	0	0	false	360	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAZORMANE_MEDICINE_MAN	nrzm	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HARPY_WINDWITCH	nhrw	NEUTRAL	merc	MERC	0	0	0	0	0	false	660	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEL_BEAST	npfl	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRAENEI_DISCIPLE	ndrm	NEUTRAL	merc	MERC	0	0	0	0	0	false	135	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VOIDWALKER	nvdw	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRAENEI_DARKSLAYER	ndrd	NEUTRAL	merc	MERC	0	0	0	0	0	false	330	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROGUE	nrog	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASSASSIN	nass	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KOBOLD_GEOMANCER	nkog	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOREST_TROLL_HIGH_PRIEST	nfsh	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BURNING_ARCHER	nskf	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WILDKIN	nowb	NEUTRAL	merc	MERC	0	0	0	0	0	false	220	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MURLOC_FLESHEATER	nmfs	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLUDGE_FLINGER	nslf	NEUTRAL	merc	MERC	0	0	0	0	0	false	330	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SATYR_SOULSTEALER	nstl	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BARBED_ARACHNATHID	nanm	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLUE_DRAGONSPAWN_MEDDLER	nbdm	NEUTRAL	merc	MERC	0	0	0	0	0	false	220	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGNATAUR_WARRIOR	nmgw	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLAR_FURBOLG_SHAMAN	nfps	NEUTRAL	merc	MERC	0	0	0	0	0	false	330	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNOLL_BRUTE	ngnb	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNOLL_WARDEN	ngnw	NEUTRAL	merc	MERC	0	0	0	0	0	false	180	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGRE_MAGI	nomg	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUD_GOLEM	ngrk	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOREST_TROLL_BERSERKER	nftb	NEUTRAL	merc	MERC	0	0	0	0	0	false	220	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOREST_TROLL_SHADOW_PRIEST	nfsp	NEUTRAL	merc	MERC	0	0	0	0	0	false	120	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGRE_MAULER	nogm	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNOLL_OVERSEER	ngnv	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICE_TROLL_BERSERKER	nits	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICE_TROLL_TRAPPER	nitt	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NERUBIAN_WARRIOR	nnwa	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FROST_REVENANT	nrvs	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NERUBIAN_WEBSPINNER	nnwl	NEUTRAL	merc	MERC	0	0	0	0	0	false	220	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MURGUL_SNARECASTER	nmsn	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAKRURA_SNAPPER	nlsn	NEUTRAL	merc	MERC	0	0	0	0	0	false	260	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAKRURA_DEEPSEER	nlds	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GIANT_SEA_TURTLE	ntrt	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KOBOLD	nkob	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MURLOC_HUNTSMAN	nmrr	NEUTRAL	merc	MERC	0	0	0	0	0	false	110	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLACK_DRAGON_1	nbdr	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLACK_DRAGON_2	nbdk	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLACK_DRAGON_3	nbwm	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	920	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLUE_DRAGON_1	nadw	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLUE_DRAGON_2	nadk	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLUE_DRAGON_3	nadr	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	920	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRONZE_DRAGON_1	nbzw	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRONZE_DRAGON_2	nbzk	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRONZE_DRAGON_3	nbzd	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	920	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GREEN_DRAGON_1	ngrw	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GREEN_DRAGON_2	ngdk	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GREEN_DRAGON_3	ngrd	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	920	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NETHER_DRAGON_1	nnht	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NETHER_DRAGON_2	nndk	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NETHER_DRAGON_3	nndr	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	920	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RED_DRAGON_1	nrdk	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RED_DRAGON_2	nrdr	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RED_DRAGON_3	nrwm	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	920	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZEPPELIN	nzep	NEUTRAL	transporter	GOBLIN_MERC	0	0	0	0	0	false	220	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAPPER	ngsp	NEUTRAL	merc	GOBLIN_MERC	0	0	0	0	0	false	440	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHREDDER	ngir	NEUTRAL	shredder	GOBLIN_MERC	0	0	0	0	0	false	300	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLD_MINE	ngol	NEUTRAL	mine	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAINA	Hjai	CAMPAIGN	hero	HERO	HUMAN_ALTAR	KEEP	CASTLE	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MURADIN	Hmbr	CAMPAIGN	hero	HERO	HUMAN_ALTAR	KEEP	CASTLE	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHURCH	htws	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGE_TOWER	htws	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GROM	Ogrh	CAMPAIGN	hero	HERO	ORC_ALTAR	STRONGHOLD	FORTRESS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRALL	Othr	CAMPAIGN	hero	HERO	ORC_ALTAR	STRONGHOLD	FORTRESS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIG_FARM	npgf	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_GRUNT	nchg	CAMPAIGN	0	UNIT	ORC_BARRACKS	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_WARLOCK	nchw	CAMPAIGN	0	UNIT	LODGE	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_RAIDER	nchr	CAMPAIGN	0	UNIT	BESTIARY	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_PEON	ncpn	CAMPAIGN	0	UNIT	GREAT_HALL	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_KODO	nckb	CAMPAIGN	0	UNIT	BESTIARY	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_GROM	Opgh	CAMPAIGN	0	UNIT	ORC_ALTAR	STRONGHOLD	FORTRESS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_BLADEMASTER	Nbbc	CAMPAIGN	0	HERO	ORC_ALTAR	STRONGHOLD	FORTRESS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_BURROW	ocbw	CAMPAIGN	0	BUILDING	CHAOS_PEON	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MALGANIS	Umal	CAMPAIGN	hero	HERO	UNDEAD_ALTAR	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TICHONDRIUS 	Utic	CAMPAIGN	hero	HERO	UNDEAD_ALTAR	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIT_LORD	Npld	CAMPAIGN	hero	HERO	UNDEAD_ALTAR	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYLVANUS	Hvwd	CAMPAIGN	hero	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENARIUS	Ecen	CAMPAIGN	hero	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILLIDAN	Eevi	CAMPAIGN	hero	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILLIDAN_DEMON	Eevm	CAMPAIGN	hero,mutated	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	ILLIDAN	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAIEV	Ewrd	CAMPAIGN	hero	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGH_ARCHER 	nhea	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGH_FOOTMAN	hcth	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGH_FOOTMEN	hcth	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGH_SWORDMAN	hhes	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRAGON_HAWK	nws1	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORRUPT_TREANT	nenc	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POISON_TREANT	nenp	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAGUE_TREANT	nepl	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHANDRIS	eshd	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELF_FARM	nefm	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELF_GUARD_TOWER	negt	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGH_SKY	negm	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGH_EARTH	negf	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGH_TOWER	negt	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELF_HIGH_BARRACKS	nheb	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORRUPT_LIFE	nctl	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORRUPT_WELL	ncmw	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORRUPT_PROTECTOR	ncap	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORRUPT_WAR	ncaw	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_ORC_CHAOS	Roch	CAMPAIGN	upgrade	UPGRADE	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
