Name in AI	4-letter-code	race	type	buy type	built in/by, needed1	needed2	needed3	add for counting 1	add for counting 2	attack group	available time (in seconds)	restock time (in seconds)	gold_price (items only)	wood_price (items only)	bonus hero strength	air strength	casters strength	towers strength	piercing strength	normal strength	siege strength	magic strength	unarmored strength	lightarmor strength	mediumarmor strength	heavyarmor strength
UPG_CANNIBALIZE	Ruac	UNDEAD	upgrade	UPGRADE	CRYPT	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_GHOUL_FRENZY	Rugf	UNDEAD	upgrade	UPGRADE	CRYPT	NECROPOLIS_3	GRAVEYARD	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_FIEND_WEB	Ruwb	UNDEAD	upgrade	UPGRADE	CRYPT	NECROPOLIS_2	GRAVEYARD	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_STONE_FORM	Rusf	UNDEAD	upgrade	UPGRADE	CRYPT	NECROPOLIS_3	GRAVEYARD	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_WYRM_BREATH	Rufb	UNDEAD	upgrade	UPGRADE	BONEYARD	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_SKEL_LIFE	Rusl	UNDEAD	upgrade	UPGRADE	DAMNED_TEMPLE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_PLAGUE	Rupc	UNDEAD	upgrade	UPGRADE	SLAUGHTERHOUSE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_SKEL_MASTERY	Rusm	UNDEAD	upgrade	UPGRADE	DAMNED_TEMPLE	NECROPOLIS_3	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_BLK_SPHINX	Rusp	UNDEAD	upgrade	UPGRADE	SLAUGHTERHOUSE	NECROPOLIS_3	TOMB_OF_RELICS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_BURROWING	Rubu	UNDEAD	upgrade	UPGRADE	CRYPT	NECROPOLIS_2	GRAVEYARD	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_EXHUME	Ruex	UNDEAD	upgrade	UPGRADE	SLAUGHTERHOUSE	NECROPOLIS_2	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_UNHOLY_STR	Rume	UNDEAD	upgrade	ML_UPGRADE	GRAVEYARD	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_CR_ATTACK	Rura	UNDEAD	upgrade	ML_UPGRADE	GRAVEYARD	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_UNHOLY_ARMOR	Ruar	UNDEAD	upgrade	ML_UPGRADE	GRAVEYARD	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_CR_ARMOR	Rucr	UNDEAD	upgrade	ML_UPGRADE	GRAVEYARD	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_NECROS	Rune	UNDEAD	upgrade	ML_UPGRADE	DAMNED_TEMPLE	NECROPOLIS_3	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_BANSHEE	Ruba	UNDEAD	upgrade	ML_UPGRADE	DAMNED_TEMPLE	NECROPOLIS_3	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEMON_HUNTER	Edem	ELF	hero	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEMON_HUNTER_M	Edmm	ELF	hero,mutated	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEEPER	Ekee	ELF	hero	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOON_PRIESTESS	Emoo	ELF	hero	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WARDEN	Ewar	ELF	hero	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WISP	ewsp	ELF	peon	UNIT	TREE_LIFE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARCHER	earc	ELF	0	UNIT	ANCIENT_WAR	0	0	0	0	true	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
DRUID_TALON	edot	ELF	0	UNIT	ANCIENT_WIND	0	0	0	DRUID_TALON_M	true	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0
DRUID_TALON_M	edtm	ELF	mutated	UNIT	0	0	0	0	DRUID_TALON	true	0	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0
BALLISTA	ebal	ELF	siege	UNIT	ANCIENT_WAR	HUNTERS_HALL	0	0	0	true	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3
DRUID_CLAW	edoc	ELF	0	UNIT	ANCIENT_LORE	TREE_AGES	0	0	DRUID_CLAW_M	true	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	4
DRUID_CLAW_M	edcm	ELF	mutated	UNIT	0	0	0	0	DRUID_CLAW	true	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	4
DRYAD	edry	ELF	0	UNIT	ANCIENT_LORE	0	0	0	0	true	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0
HIPPO	ehip	ELF	0	UNIT	ANCIENT_WIND	0	0	0	0	true	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0
HIPPO_RIDER	ehpr	ELF	0	UNIT	HIPPO	ARCHER	0	0	0	true	0	0	0	0	0	4	0	0	4	0	0	0	0	4	0	0
HUNTRESS	esen	ELF	0	UNIT	ANCIENT_WAR	HUNTERS_HALL	0	0	0	true	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0
CHIMAERA	echm	ELF	siege	UNIT	CHIMAERA_ROOST	0	0	0	0	true	0	0	0	0	0	5	0	0	0	0	0	5	0	5	0	0
ENT	efon	ELF	0	UNIT	KEEPER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIRITOFVENGEANCE	espv	ELF	0	UNIT	WARDEN	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VENGEANCESOUL	even	ELF	0	UNIT	SPIRITOFVENGEANCE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OWLSCOUT	now1	ELF	0	UNIT	MOON_PRIESTESS	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OWLSCOUT2	now2	ELF	0	UNIT	MOON_PRIESTESS	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OWLSCOUT3	now3	ELF	0	UNIT	MOON_PRIESTESS	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOUNTAIN_GIANT	emtg	ELF	0	UNIT	ANCIENT_LORE	TREE_AGES	DEN_OF_WONDERS	0	0	true	0	0	0	0	0	0	0	0	0	7	3	0	0	0	7	0
FAERIE_DRAGON	efdr	ELF	0	UNIT	ANCIENT_WIND	DEN_OF_WONDERS	0	0	0	true	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0
ANCIENT_LORE	eaoe	ELF	0	BUILDING	WISP	TREE_AGES	HUNTERS_HALL	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANCIENT_WAR	eaom	ELF	rushcreep	BUILDING	WISP	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANCIENT_WIND	eaow	ELF	0	BUILDING	WISP	TREE_AGES	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREE_AGES	etoa	ELF	hall2	BUILDING	TREE_LIFE	0	UPGRADED	TREE_ETERNITY	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREE_ETERNITY	etoe	ELF	hall3	BUILDING	TREE_AGES	ELF_ALTAR	UPGRADED	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREE_LIFE	etol	ELF	hall1	BUILDING	0	0	0	TREE_AGES	TREE_ETERNITY	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANCIENT_PROTECT	etrp	ELF	0	BUILDING	WISP	HUNTERS_HALL	0	0	0	false	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ELF_ALTAR	eate	ELF	altar	BUILDING	WISP	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHIMAERA_ROOST	edos	ELF	0	BUILDING	WISP	TREE_ETERNITY	ANCIENT_WIND	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUNTERS_HALL	edob	ELF	0	BUILDING	WISP	TREE_LIFE	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOON_WELL	emow	ELF	farm	BUILDING	WISP	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELF_MINE	egol	ELF	mine	BUILDING	WISP	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEN_OF_WONDERS	eden	ELF	shop	BUILDING	WISP	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_ULTRAVISION	Reuv	ELF	upgrade	UPGRADE	HUNTERS_HALL	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_BLESSING	Renb	ELF	upgrade	UPGRADE	TREE_LIFE	TREE_AGES	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_SCOUT	Resc	ELF	upgrade	UPGRADE	ANCIENT_WAR	TREE_AGES	HUNTERS_HALL	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_GLAIVE	Remg	ELF	upgrade	UPGRADE	ANCIENT_WAR	TREE_ETERNITY	HUNTERS_HALL	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_BOWS	Reib	ELF	upgrade	UPGRADE	ANCIENT_WAR	TREE_AGES	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_MARKSMAN	Remk	ELF	upgrade	UPGRADE	ANCIENT_WAR	TREE_ETERNITY	HUNTERS_HALL	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_ABOLISH	Resi	ELF	upgrade	UPGRADE	ANCIENT_LORE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_CHIM_ACID	Recb	ELF	upgrade	UPGRADE	CHIMAERA_ROOST	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_HIPPO_TAME	Reht	ELF	upgrade	UPGRADE	ANCIENT_WIND	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_BOLT	Repb	ELF	upgrade	UPGRADE	ANCIENT_WAR	TREE_AGES	HUNTERS_HALL	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_MARK_CLAW	Reeb	ELF	upgrade	UPGRADE	ANCIENT_LORE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_MARK_TALON	Reec	ELF	upgrade	UPGRADE	ANCIENT_WIND	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_HARD_SKIN	Rehs	ELF	upgrade	UPGRADE	ANCIENT_LORE	TREE_ETERNITY	DEN_OF_WONDERS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_RESIST_SKIN	Rers	ELF	upgrade	UPGRADE	ANCIENT_LORE	TREE_ETERNITY	DEN_OF_WONDERS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_WELL_SPRING	Rews	ELF	upgrade	UPGRADE	HUNTERS_HALL	TREE_ETERNITY	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_STR_MOON	Resm	ELF	upgrade	ML_UPGRADE	HUNTERS_HALL	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_STR_WILD	Resw	ELF	upgrade	ML_UPGRADE	HUNTERS_HALL	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_MOON_ARMOR	Rema	ELF	upgrade	ML_UPGRADE	HUNTERS_HALL	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_HIDES	Rerh	ELF	upgrade	ML_UPGRADE	HUNTERS_HALL	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_DRUID_TALON	Redt	ELF	upgrade	ML_UPGRADE	ANCIENT_WIND	TREE_ETERNITY	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_DRUID_CLAW	Redc	ELF	upgrade	ML_UPGRADE	ANCIENT_LORE	TREE_ETERNITY	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_SORCERESS	Nngs	NEUTRAL	hero	NEUTRAL_HERO	racial_altar	racial_hall[2]	racial_hall[3]	0	0	false	135	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEAST_MASTER	Nbst	NEUTRAL	hero	NEUTRAL_HERO	racial_altar	racial_hall[2]	racial_hall[3]	0	0	false	135	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARK_RANGER	Nbrn	NEUTRAL	hero	NEUTRAL_HERO	racial_altar	racial_hall[2]	racial_hall[3]	0	0	false	135	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUTRAL_PIT_LORD	Nplh	NEUTRAL	hero	NEUTRAL_HERO	racial_altar	racial_hall[2]	racial_hall[3]	0	0	false	135	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BREW_MASTER	Npbm	NEUTRAL	hero	NEUTRAL_HERO	racial_altar	racial_hall[2]	racial_hall[3]	0	0	false	135	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOBLIN_TINKER	Ntin	NEUTRAL	hero	NEUTRAL_HERO	racial_altar	racial_hall[2]	racial_hall[3]	0	0	false	135	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOBLIN_TINKER_M	Nrob	ELF,HUMAN,ORC,UNDEAD	hero,mutated	NEUTRAL_HERO	racial_altar	racial_hall[2]	racial_hall[3]	0	0	true	135	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIRELORD	Nfir	NEUTRAL	hero	NEUTRAL_HERO	racial_altar	racial_hall[2]	racial_hall[3]	0	0	false	135	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALCHEMIST	Nalc	NEUTRAL	hero	NEUTRAL_HERO	racial_altar	racial_hall[2]	racial_hall[3]	0	0	false	135	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALCHEMIST_M1	Nalm	ELF,HUMAN,ORC,UNDEAD	hero,mutated	NEUTRAL_HERO	racial_altar	racial_hall[2]	racial_hall[3]	0	0	true	135	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALCHEMIST_M2	Nal2	ELF,HUMAN,ORC,UNDEAD	hero,mutated	NEUTRAL_HERO	racial_altar	racial_hall[2]	racial_hall[3]	0	0	true	135	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALCHEMIST_M3	Nal3	ELF,HUMAN,ORC,UNDEAD	hero,mutated	NEUTRAL_HERO	racial_altar	racial_hall[2]	racial_hall[3]	0	0	true	135	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAVASPAWN	nlv1	NEUTRAL	0	UNIT	FIRELORD	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAVASPAWN2	nlv2	NEUTRAL	0	UNIT	FIRELORD	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAVASPAWN3	nlv3	NEUTRAL	0	UNIT	FIRELORD	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WAREAGLE	nwe1	NEUTRAL	0	UNIT	BEAST_MASTER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WAREAGLE2	nwe2	NEUTRAL	0	UNIT	BEAST_MASTER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WAREAGLE3	nwe3	NEUTRAL	0	UNIT	BEAST_MASTER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUILLBEAST	nqb1	NEUTRAL	0	UNIT	BEAST_MASTER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUILLBEAST2	nqb2	NEUTRAL	0	UNIT	BEAST_MASTER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUILLBEAST3	nqb3	NEUTRAL	0	UNIT	BEAST_MASTER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUILLBEAST4	nqb4	NEUTRAL	0	UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIZZLYBEAR	ngz1	NEUTRAL	0	UNIT	BEAST_MASTER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIZZLYBEAR2	ngz2	NEUTRAL	0	UNIT	BEAST_MASTER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIZZLYBEAR3	ngz3	NEUTRAL	0	UNIT	BEAST_MASTER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MISHA	ngzc	NEUTRAL	0	UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MISHA2	ngzd	NEUTRAL	0	UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MISHA3	ngza	NEUTRAL	0	UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MISHA4	ngz4	NEUTRAL	0	UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINKERFACTORY	nfac	NEUTRAL	0	UNIT	GOBLIN_TINKER	0	0	TINKERFACTORY2	TINKERFACTORY3	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINKERFACTORY2	nfa1	NEUTRAL	0	UNIT	GOBLIN_TINKER	0	0	TINKERFACTORY	TINKERFACTORY3	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINKERFACTORY3	nfa2	NEUTRAL	0	UNIT	GOBLIN_TINKER	0	0	TINKERFACTORY	TINKERFACTORY2	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINKERROBOT	ncgb	NEUTRAL	0	UNIT	TINKERFACTORY	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINKERROBOT2	ncg1	NEUTRAL	0	UNIT	TINKERFACTORY	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINKERROBOT3	ncg2	NEUTRAL	0	UNIT	TINKERFACTORY	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINKERROBOT4	ncg3	NEUTRAL	0	UNIT	TINKERFACTORY	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LESSERDARKMINION	ndr1	NEUTRAL	0	UNIT	DARK_RANGER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARKMINION	ndr2	NEUTRAL	0	UNIT	DARK_RANGER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GREATERDARKMINION	ndr3	NEUTRAL	0	UNIT	DARK_RANGER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKELETON	nsce	NEUTRAL	0	UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TORNADOELEMENTAL	ntor	NEUTRAL	0	UNIT	NAGA_SORCERESS	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOOMGUARDSUMMONED	nba2	NEUTRAL	0	UNIT	NEUTRAL_PIT_LORD	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIREPANDARENBREWMASTER	npn1	NEUTRAL	0	UNIT	BREW_MASTER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STORMPANDARENBREWMASTER	npn2	NEUTRAL	0	UNIT	BREW_MASTER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EARTHPANDARENBREWMASTER	npn3	NEUTRAL	0	UNIT	BREW_MASTER	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIREPANDARENBREWMASTER2	npn4	NEUTRAL	0	UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STORMPANDARENBREWMASTER2	npn5	NEUTRAL	0	UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EARTHPANDARENBREWMASTER2	npn6	NEUTRAL	0	UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WATCHERWARD	nwad	NEUTRAL	0	UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRANSPORTSHIP	nobt	NEUTRAL	transporter	MERC	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGRE_MAGI	nomg	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SATYR_SHADOWDANCER	nsts	NEUTRAL	merc	MERC	0	0	0	0	0	false	330	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FURBOLG_SHAMAN	nfrs	NEUTRAL	merc	MERC	0	0	0	0	0	false	360	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THUNDER_LIZARD	nthl	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENTAUR_OUTRUNNER	ncen	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HARPY_ROGUE	nhrr	NEUTRAL	merc	MERC	0	0	0	0	0	false	360	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAZORMANE_MEDICINE_MAN	nrzm	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HARPY_WINDWITCH	nhrw	NEUTRAL	merc	MERC	0	0	0	0	0	false	640	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEL_BEAST	npfl	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRAENEI_DISCIPLE	ndrm	NEUTRAL	merc	MERC	0	0	0	0	0	false	135	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VOIDWALKER	nvdw	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRAENEI_DARKSLAYER	ndrd	NEUTRAL	merc	MERC	0	0	0	0	0	false	330	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROGUE	nrog	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASSASSIN	nass	NEUTRAL	merc	MERC	0	0	0	0	0	false	110	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KOBOLD_GEOMANCER	nkog	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOREST_TROLL_HIGH_PRIEST	nfsh	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BURNING_ARCHER	nskf	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WILDKIN	nowb	NEUTRAL	merc	MERC	0	0	0	0	0	false	220	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MURLOC_FLESHEATER	nmfs	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLUDGE_FLINGER	nslf	NEUTRAL	merc	MERC	0	0	0	0	0	false	330	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SATYR_SOULSTEALER	nstl	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BARBED_ARACHNATHID	nanm	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLUE_DRAGONSPAWN_MEDDLER	nbdm	NEUTRAL	merc	MERC	0	0	0	0	0	false	220	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGNATAUR_WARRIOR	nmgw	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLAR_FURBOLG_SHAMAN	nfps	NEUTRAL	merc	MERC	0	0	0	0	0	false	330	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNOLL_BRUTE	ngnb	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNOLL_WARDEN	ngnw	NEUTRAL	merc	MERC	0	0	0	0	0	false	180	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUD_GOLEM	ngrk	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOREST_TROLL_BERSERKER	nftb	NEUTRAL	merc	MERC	0	0	0	0	0	false	220	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOREST_TROLL_SHADOW_PRIEST	nfsp	NEUTRAL	merc	MERC	0	0	0	0	0	false	120	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGRE_MAULER	nogm	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNOLL_OVERSEER	ngnv	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICE_TROLL_BERSERKER	nits	NEUTRAL	merc	MERC	0	0	0	0	0	false	220	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
